id,texto,intent,original,template,is_kid_optimized
kid_despedir_14400,este adiós tía,DESPEDIR,este adiós tía,adiós {persona},True
kid_expresar_necesidad_29528,busco agua,EXPRESAR_NECESIDAD,busco agua,busco {objeto},True
kid_jugar_29025,jugar con bloques,JUGAR,jugar con bloques,jugar con {juguete},True
kid_jugar_35521,jugamos,JUGAR,jugamos,jugamos,True
kid_despedir_12737,bueno adiós abuela,DESPEDIR,bueno adiós abuela,adiós {persona},True
kid_pedir_ayuda_7092,no puedo leer,PEDIR_AYUDA,no puedo leer,no puedo {accion},True
kid_expresar_emocion_6565,estoy enojado,EXPRESAR_EMOCION,estoy enojado,estoy {emocion},True
kid_comer_beber_32521,más panamá panamá,COMER_BEBER,más panamá panamá,más {comida},True
kid_jugar_5464,eh jugamos,JUGAR,eh jugamos,jugamos,True
kid_expresar_necesidad_38482,me da muñeca,EXPRESAR_NECESIDAD,me da muñeca,me da {objeto},True
kid_expresar_emocion_10727,hoy estoy feliz cumpleaños,EXPRESAR_EMOCION,hoy estoy feliz cumpleaños,hoy estoy {emocion},True
kid_comer_beber_38042,comer campanilla campanilla,COMER_BEBER,comer campanilla campanilla,comer {comida},True
kid_pedir_ayuda_12522,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_comer_beber_7518,me da edificio comercial,COMER_BEBER,me da edificio comercial,me da {comida},True
kid_comer_beber_826,quiero comer,COMER_BEBER,quiero comer,quiero comer,True
kid_saludar_12388,hey maestra,SALUDAR,hey maestra,hey {persona},True
kid_pedir_ayuda_27288,este me ayudas,PEDIR_AYUDA,este me ayudas,me ayudas,True
kid_saludar_26474,hola mamá feliz,SALUDAR,hola mamá feliz,hola {persona} {emocion},True
kid_ir_lugar_18250,bueno vamos al cocina,IR_LUGAR,bueno vamos al cocina,vamos al {lugar},True
kid_expresar_necesidad_6767,quiero tablet tablet,EXPRESAR_NECESIDAD,quiero tablet tablet,quiero {objeto},True
kid_ir_lugar_28442,donde donde está baño,IR_LUGAR,donde donde está baño,donde está {lugar},True
kid_despedir_7639,chau amiga,DESPEDIR,chau amiga,chau {persona},True
kid_pedir_ayuda_9513,no puedo comer,PEDIR_AYUDA,no puedo comer,no puedo {accion},True
kid_ir_lugar_14058,al casa,IR_LUGAR,al casa,al {lugar},True
kid_jugar_27003,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_expresar_necesidad_22002,eh tengo ganas de jugar,EXPRESAR_NECESIDAD,eh tengo ganas de jugar,tengo {necesidad},True
kid_pedir_ayuda_2638,ayuda amiga,PEDIR_AYUDA,ayuda amiga,ayuda {persona},True
kid_expresar_necesidad_37670,quiero juguete,EXPRESAR_NECESIDAD,quiero juguete,quiero {objeto},True
kid_expresar_emocion_13501,mm estoy contento,EXPRESAR_EMOCION,mm estoy contento,estoy {emocion},True
kid_expresar_emocion_21454,me siento feliz navidad,EXPRESAR_EMOCION,me siento feliz navidad,me siento {emocion},True
kid_ir_lugar_33081,quiero ir al parque,IR_LUGAR,quiero ir al parque,quiero ir al {lugar},True
kid_comer_beber_22635,me da empanar,COMER_BEBER,me da empanar,me da {comida},True
kid_expresar_emocion_22990,soy tranquilo,EXPRESAR_EMOCION,soy tranquilo,soy {emocion},True
kid_ir_lugar_7095,vamos al casa,IR_LUGAR,vamos al casa,vamos al {lugar},True
kid_pedir_ayuda_5078,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_describir_dolor_6378,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_comer_beber_15994,más disfrutar,COMER_BEBER,más disfrutar,más {comida},True
kid_jugar_19137,jugar con rompecabezas,JUGAR,jugar con rompecabezas,jugar con {juguete},True
kid_jugar_8523,juguemos memoria,JUGAR,juguemos memoria,juguemos {juego},True
kid_pedir_ayuda_353,ayuda con pelota,PEDIR_AYUDA,ayuda con pelota,ayuda con {objeto},True
kid_expresar_necesidad_30941,tengo ganas de leer,EXPRESAR_NECESIDAD,tengo ganas de leer,tengo ganas de {accion},True
kid_expresar_necesidad_206,donde donde está bloques,EXPRESAR_NECESIDAD,donde donde está bloques,donde está {objeto},True
kid_expresar_necesidad_11196,tengo calor,EXPRESAR_NECESIDAD,tengo calor,tengo {necesidad},True
kid_ir_lugar_19117,busco cocina,IR_LUGAR,busco cocina,busco {lugar},True
kid_saludar_39142,bueno hola,SALUDAR,bueno hola,hola,True
kid_agradecer_39262,mm muchas gracias,AGRADECER,mm muchas gracias,muchas gracias,True
kid_agradecer_12981,mm gracias,AGRADECER,mm gracias,gracias,True
kid_comer_beber_35126,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_jugar_11125,me gusta jugar memoria,JUGAR,me gusta jugar memoria,me gusta jugar {juego},True
kid_jugar_17253,me gusta jugar fútbol,JUGAR,me gusta jugar fútbol,me gusta jugar {juego},True
kid_agradecer_29511,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_comer_beber_21954,quiero empanadilla empanadilla,COMER_BEBER,quiero empanadilla empanadilla,quiero {comida},True
kid_describir_dolor_23388,mm me duele pierna,DESCRIBIR_DOLOR,mm me duele pierna,me duele {parte_cuerpo},True
kid_expresar_necesidad_22945,busco bloques,EXPRESAR_NECESIDAD,busco bloques,busco {objeto},True
kid_expresar_emocion_35970,bueno me siento siento emocionado,EXPRESAR_EMOCION,bueno me siento siento emocionado,me siento {emocion},True
kid_agradecer_913,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_expresar_necesidad_19753,dame crayones,EXPRESAR_NECESIDAD,dame crayones,dame {objeto},True
kid_expresar_necesidad_9400,necesito libro,EXPRESAR_NECESIDAD,necesito libro,necesito {objeto},True
kid_expresar_necesidad_36871,eh busco crayones,EXPRESAR_NECESIDAD,eh busco crayones,busco {objeto},True
kid_jugar_29258,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_jugar_6958,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_comer_beber_25918,quiero yogur,COMER_BEBER,quiero yogur,quiero {comida},True
kid_saludar_11227,hola cómo cómo estás,SALUDAR,hola cómo cómo estás,hola cómo estás,True
kid_expresar_emocion_27097,bueno me siento tranquilo,EXPRESAR_EMOCION,bueno me siento tranquilo,me siento {emocion},True
kid_expresar_necesidad_11190,tengo frío,EXPRESAR_NECESIDAD,tengo frío,tengo {necesidad},True
kid_expresar_necesidad_39320,necesito muñeca,EXPRESAR_NECESIDAD,necesito muñeca,necesito {objeto},True
kid_expresar_necesidad_23574,tengo sueño,EXPRESAR_NECESIDAD,tengo sueño,tengo {necesidad},True
kid_expresar_emocion_16601,hoy estoy contento,EXPRESAR_EMOCION,hoy estoy contento,hoy estoy {emocion},True
kid_comer_beber_28113,bueno quiero comer,COMER_BEBER,bueno quiero comer,quiero comer,True
kid_expresar_emocion_25850,estoy muy feliz,EXPRESAR_EMOCION,estoy muy feliz,estoy muy {emocion},True
kid_comer_beber_39092,quiero sandwich,COMER_BEBER,quiero sandwich,quiero {comida},True
kid_despedir_10126,hasta luego,DESPEDIR,hasta luego,hasta luego,True
kid_comer_beber_18676,beber chocolate caliente,COMER_BEBER,beber chocolate caliente,beber {bebida},True
kid_jugar_12375,jugamos,JUGAR,jugamos,jugamos,True
kid_expresar_necesidad_5369,me da crayones,EXPRESAR_NECESIDAD,me da crayones,me da {objeto},True
kid_pedir_ayuda_2214,necesito ayuda ayuda,PEDIR_AYUDA,necesito ayuda ayuda,necesito ayuda,True
kid_agradecer_31331,gracias,AGRADECER,gracias,gracias,True
kid_despedir_22838,chau,DESPEDIR,chau,chau,True
kid_jugar_28710,jugar con crayones,JUGAR,jugar con crayones,jugar con {juguete},True
kid_despedir_22282,mm me voy,DESPEDIR,mm me voy,me voy,True
kid_describir_dolor_38176,me duele,DESCRIBIR_DOLOR,me duele,me duele,True
kid_pedir_ayuda_14724,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_despedir_17901,nos vemos,DESPEDIR,nos vemos,nos vemos,True
kid_expresar_necesidad_19121,donde está tablet tablet,EXPRESAR_NECESIDAD,donde está tablet tablet,donde está {objeto},True
kid_saludar_24327,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_pedir_ayuda_31982,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_expresar_emocion_34338,estoy tranquilo,EXPRESAR_EMOCION,estoy tranquilo,estoy {emocion},True
kid_expresar_necesidad_19869,dame libro,EXPRESAR_NECESIDAD,dame libro,dame {objeto},True
kid_expresar_necesidad_36859,quiero auto auto,EXPRESAR_NECESIDAD,quiero auto auto,quiero {objeto},True
kid_despedir_11073,nos vemos,DESPEDIR,nos vemos,nos vemos,True
kid_expresar_emocion_5826,estoy muy contento,EXPRESAR_EMOCION,estoy muy contento,estoy muy {emocion},True
kid_expresar_necesidad_33783,tengo ganas de dibujar,EXPRESAR_NECESIDAD,tengo ganas de dibujar,tengo ganas de {accion},True
kid_expresar_necesidad_5193,me da auto,EXPRESAR_NECESIDAD,me da auto,me da {objeto},True
kid_expresar_emocion_15695,hoy estoy triste,EXPRESAR_EMOCION,hoy estoy triste,hoy estoy {emocion},True
kid_expresar_emocion_32196,soy cansado,EXPRESAR_EMOCION,soy cansado,soy {emocion},True
kid_agradecer_3616,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_pedir_ayuda_20842,eh ayuda por favor,PEDIR_AYUDA,eh ayuda por favor,ayuda por favor,True
kid_pedir_ayuda_15804,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_pedir_ayuda_34846,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_comer_beber_1163,beber jugo,COMER_BEBER,beber jugo,beber {bebida},True
kid_saludar_8296,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_jugar_8384,juguemos puzzles,JUGAR,juguemos puzzles,juguemos {juego},True
kid_despedir_12266,bueno hasta luego,DESPEDIR,bueno hasta luego,hasta luego,True
kid_saludar_17062,este hola cómo estás,SALUDAR,este hola cómo estás,hola cómo estás,True
kid_pedir_ayuda_34002,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_expresar_necesidad_7735,tengo hambre,EXPRESAR_NECESIDAD,tengo hambre,tengo {necesidad},True
kid_saludar_14458,mm hey tía,SALUDAR,mm hey tía,hey {persona},True
kid_despedir_29684,adiós,DESPEDIR,adiós,adiós,True
kid_describir_dolor_10730,me duele mano,DESCRIBIR_DOLOR,me duele mano,me duele {parte_cuerpo},True
kid_jugar_16706,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_agradecer_39411,gracias por saltar,AGRADECER,gracias por saltar,gracias por {accion},True
kid_despedir_21105,mm chau,DESPEDIR,mm chau,chau,True
kid_jugar_10182,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_pedir_ayuda_14804,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_comer_beber_36491,tengo sed,COMER_BEBER,tengo sed,tengo sed,True
kid_pedir_ayuda_20154,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_expresar_emocion_14064,soy triste,EXPRESAR_EMOCION,soy triste,soy {emocion},True
kid_comer_beber_19228,tengo sed,COMER_BEBER,tengo sed,tengo sed,True
kid_expresar_emocion_26488,estoy feliz navidad,EXPRESAR_EMOCION,estoy feliz navidad,estoy {emocion},True
kid_describir_dolor_13885,tengo tengo dolor,DESCRIBIR_DOLOR,tengo tengo dolor,tengo dolor,True
kid_comer_beber_9831,quiero campanas,COMER_BEBER,quiero campanas,quiero {comida},True
kid_jugar_10183,jugar con rompecabezas,JUGAR,jugar con rompecabezas,jugar con {juguete},True
kid_pedir_ayuda_11882,ayuda amiga,PEDIR_AYUDA,ayuda amiga,ayuda {persona},True
kid_pedir_ayuda_26008,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_describir_dolor_26553,me lastimé lastimé pie,DESCRIBIR_DOLOR,me lastimé lastimé pie,me lastimé {parte_cuerpo},True
kid_expresar_emocion_15310,me pone entristecer,EXPRESAR_EMOCION,me pone entristecer,me pone {emocion},True
kid_comer_beber_28176,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_saludar_34604,hola,SALUDAR,hola,hola,True
kid_pedir_ayuda_33425,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_comer_beber_11426,beber jugo,COMER_BEBER,beber jugo,beber {bebida},True
kid_ir_lugar_18693,ir a hospital hospital,IR_LUGAR,ir a hospital hospital,ir a {lugar},True
kid_jugar_19070,juego con rompecabezas,JUGAR,juego con rompecabezas,juego con {juguete},True
kid_expresar_emocion_123,me pone asustado,EXPRESAR_EMOCION,me pone asustado,me pone {emocion},True
kid_comer_beber_12089,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_expresar_necesidad_28654,donde está muñeca,EXPRESAR_NECESIDAD,donde está muñeca,donde está {objeto},True
kid_expresar_emocion_30073,estoy muy tranquilo,EXPRESAR_EMOCION,estoy muy tranquilo,estoy muy {emocion},True
kid_jugar_7469,jugamos,JUGAR,jugamos,jugamos,True
kid_despedir_1592,este adiós adiós abuelo,DESPEDIR,este adiós adiós abuelo,adiós {persona},True
kid_expresar_emocion_15658,eh estoy estoy contento,EXPRESAR_EMOCION,eh estoy estoy contento,estoy {emocion},True
kid_jugar_32371,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_expresar_necesidad_10055,quiero agua,EXPRESAR_NECESIDAD,quiero agua,quiero {objeto},True
kid_expresar_necesidad_363,quiero estudiar,EXPRESAR_NECESIDAD,quiero estudiar,quiero {accion},True
kid_ir_lugar_22416,al baño,IR_LUGAR,al baño,al {lugar},True
kid_expresar_emocion_23413,me siento triste,EXPRESAR_EMOCION,me siento triste,me siento {emocion},True
kid_jugar_16292,juego con bicicleta,JUGAR,juego con bicicleta,juego con {juguete},True
kid_describir_dolor_2024,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_jugar_12525,jugar con peluche,JUGAR,jugar con peluche,jugar con {juguete},True
kid_expresar_necesidad_9032,necesito juguete,EXPRESAR_NECESIDAD,necesito juguete,necesito {objeto},True
kid_agradecer_34131,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_saludar_33258,hola,SALUDAR,hola,hola,True
kid_saludar_32896,hola abuela emocionado,SALUDAR,hola abuela emocionado,hola {persona} {emocion},True
kid_comer_beber_36030,comer campanas,COMER_BEBER,comer campanas,comer {comida},True
kid_saludar_10499,buenas buenas tardes,SALUDAR,buenas buenas tardes,buenas tardes,True
kid_expresar_necesidad_13005,quiero auto,EXPRESAR_NECESIDAD,quiero auto,quiero {objeto},True
kid_pedir_ayuda_10857,no puedo saltar,PEDIR_AYUDA,no puedo saltar,no puedo {accion},True
kid_describir_dolor_29197,duele barriga,DESCRIBIR_DOLOR,duele barriga,duele {parte_cuerpo},True
kid_expresar_necesidad_12840,donde está pelota,EXPRESAR_NECESIDAD,donde está pelota,donde está {objeto},True
kid_despedir_4393,chau,DESPEDIR,chau,chau,True
kid_saludar_12949,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_jugar_33210,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_despedir_17786,adiós,DESPEDIR,adiós,adiós,True
kid_comer_beber_8525,quiero comercio,COMER_BEBER,quiero comercio,quiero {comida},True
kid_pedir_ayuda_33324,no sé jugar,PEDIR_AYUDA,no sé jugar,no sé {accion},True
kid_expresar_emocion_17973,muy feliz,EXPRESAR_EMOCION,muy feliz,estoy muy {emocion},True
kid_jugar_36722,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_despedir_28017,este hasta luego,DESPEDIR,este hasta luego,hasta luego,True
kid_comer_beber_1300,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_saludar_5208,hey abuela,SALUDAR,hey abuela,hey {persona},True
kid_describir_dolor_11427,me lastimé rodilla,DESCRIBIR_DOLOR,me lastimé rodilla,me lastimé {parte_cuerpo},True
kid_jugar_16528,juguemos juguemos fútbol,JUGAR,juguemos juguemos fútbol,juguemos {juego},True
kid_describir_dolor_32745,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_comer_beber_27248,beber agua agua,COMER_BEBER,beber agua agua,beber {bebida},True
kid_jugar_5452,eh quiero jugar,JUGAR,eh quiero jugar,quiero jugar,True
kid_pedir_ayuda_555,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_expresar_necesidad_22203,tengo sueño,EXPRESAR_NECESIDAD,tengo sueño,tengo {necesidad},True
kid_agradecer_31797,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_comer_beber_24897,quiero comer,COMER_BEBER,quiero comer,quiero comer,True
kid_saludar_11455,buenos días días,SALUDAR,buenos días días,buenos días,True
kid_despedir_34689,chau mamá,DESPEDIR,chau mamá,chau {persona},True
kid_saludar_26200,este buenos días,SALUDAR,este buenos días,buenos días,True
kid_despedir_4027,eh nos vemos,DESPEDIR,eh nos vemos,nos vemos,True
kid_expresar_necesidad_7699,donde está comida,EXPRESAR_NECESIDAD,donde está comida,donde está {objeto},True
kid_jugar_15478,quiero bicicleta,JUGAR,quiero bicicleta,quiero {juguete},True
kid_expresar_necesidad_26638,busco comida,EXPRESAR_NECESIDAD,busco comida,busco {objeto},True
kid_pedir_ayuda_15711,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_saludar_8693,bueno bueno hey maestra,SALUDAR,bueno bueno hey maestra,hey {persona},True
kid_jugar_27197,jugar con bloques,JUGAR,jugar con bloques,jugar con {juguete},True
kid_describir_dolor_18652,eh tengo dolor,DESCRIBIR_DOLOR,eh tengo dolor,tengo dolor,True
kid_agradecer_38000,gracias tía,AGRADECER,gracias tía,gracias {persona},True
kid_expresar_emocion_24522,hoy estoy feliz cumpleaños,EXPRESAR_EMOCION,hoy estoy feliz cumpleaños,hoy estoy {emocion},True
kid_jugar_31781,me gusta gusta jugar videojuegos,JUGAR,me gusta gusta jugar videojuegos,me gusta jugar {juego},True
kid_expresar_emocion_22540,estoy muy feliz cumpleaños,EXPRESAR_EMOCION,estoy muy feliz cumpleaños,estoy muy {emocion},True
kid_comer_beber_21039,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_expresar_necesidad_33890,mm me da auto,EXPRESAR_NECESIDAD,mm me da auto,me da {objeto},True
kid_comer_beber_2771,mm quiero galletas,COMER_BEBER,mm quiero galletas,quiero {comida},True
kid_jugar_1806,eh quiero rompecabezas por favor,JUGAR,eh quiero rompecabezas por favor,quiero {juguete},True
kid_pedir_ayuda_30074,ayuda amiga,PEDIR_AYUDA,ayuda amiga,ayuda {persona},True
kid_expresar_emocion_30574,estoy tranquilo tranquilo,EXPRESAR_EMOCION,estoy tranquilo tranquilo,estoy {emocion},True
kid_saludar_30794,buenos días,SALUDAR,buenos días,buenos días,True
kid_pedir_ayuda_26647,mm me ayudas,PEDIR_AYUDA,mm me ayudas,me ayudas,True
kid_jugar_20744,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_pedir_ayuda_6356,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_pedir_ayuda_14191,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_despedir_9882,este adiós,DESPEDIR,este adiós,adiós,True
kid_expresar_necesidad_29910,me da comida,EXPRESAR_NECESIDAD,me da comida,me da {objeto},True
kid_expresar_emocion_25688,hoy estoy enojado enojado,EXPRESAR_EMOCION,hoy estoy enojado enojado,hoy estoy {emocion},True
kid_despedir_27195,me voy,DESPEDIR,me voy,me voy,True
kid_jugar_20627,bueno jugamos,JUGAR,bueno jugamos,jugamos,True
kid_expresar_necesidad_20195,donde está libro libro,EXPRESAR_NECESIDAD,donde está libro libro,donde está {objeto},True
kid_ir_lugar_26779,eh busco escuela,IR_LUGAR,eh busco escuela,busco {lugar},True
kid_comer_beber_2647,quiero agua agua,COMER_BEBER,quiero agua agua,quiero agua,True
kid_jugar_1901,quiero crayones,JUGAR,quiero crayones,quiero {juguete},True
kid_comer_beber_10215,bueno comer verduras,COMER_BEBER,bueno comer verduras,comer {comida},True
kid_expresar_necesidad_38560,quiero dibujar,EXPRESAR_NECESIDAD,quiero dibujar,quiero {accion},True
kid_expresar_emocion_27721,hoy estoy cansado,EXPRESAR_EMOCION,hoy estoy cansado,hoy estoy {emocion},True
kid_comer_beber_31956,me da sancho panza,COMER_BEBER,me da sancho panza,me da {comida},True
kid_expresar_necesidad_16650,quiero auto,EXPRESAR_NECESIDAD,quiero auto,quiero {objeto},True
kid_comer_beber_21438,quiero comer comer,COMER_BEBER,quiero comer comer,quiero comer,True
kid_comer_beber_38724,este tengo sed,COMER_BEBER,este tengo sed,tengo sed,True
kid_expresar_emocion_20819,hoy estoy estoy asustado,EXPRESAR_EMOCION,hoy estoy estoy asustado,hoy estoy {emocion},True
kid_saludar_12447,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_comer_beber_25807,me da chimpancé,COMER_BEBER,me da chimpancé,me da {comida},True
kid_despedir_23519,mm chau,DESPEDIR,mm chau,chau,True
kid_pedir_ayuda_31681,ayuda hermana,PEDIR_AYUDA,ayuda hermana,ayuda {persona},True
kid_expresar_emocion_18774,eh soy enojado,EXPRESAR_EMOCION,eh soy enojado,soy {emocion},True
kid_expresar_emocion_2900,me siento feliz navidad,EXPRESAR_EMOCION,me siento feliz navidad,me siento {emocion},True
kid_pedir_ayuda_36187,no puedo cantar,PEDIR_AYUDA,no puedo cantar,no puedo {accion},True
kid_pedir_ayuda_652,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_pedir_ayuda_31069,ayúdame por favor,PEDIR_AYUDA,ayúdame por favor,ayúdame,True
kid_expresar_necesidad_35647,me da juguete,EXPRESAR_NECESIDAD,me da juguete,me da {objeto},True
kid_describir_dolor_12303,me lastimé espalda,DESCRIBIR_DOLOR,me lastimé espalda,me lastimé {parte_cuerpo},True
kid_jugar_20000,bueno quiero auto por favor,JUGAR,bueno quiero auto por favor,quiero {juguete},True
kid_pedir_ayuda_18655,no sé estudiar,PEDIR_AYUDA,no sé estudiar,no sé {accion},True
kid_saludar_37141,hola abuela contento,SALUDAR,hola abuela contento,hola {persona} {emocion},True
kid_ir_lugar_31484,este ir a escuela,IR_LUGAR,este ir a escuela,ir a {lugar},True
kid_pedir_ayuda_5031,ayuda maestra,PEDIR_AYUDA,ayuda maestra,ayuda {persona},True
kid_comer_beber_2468,quiero quiero agua,COMER_BEBER,quiero quiero agua,quiero agua,True
kid_pedir_ayuda_20656,ayuda ayuda tío,PEDIR_AYUDA,ayuda ayuda tío,ayuda {persona},True
kid_jugar_39869,quiero bicicleta,JUGAR,quiero bicicleta,quiero {juguete},True
kid_pedir_ayuda_12343,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_jugar_8757,jugamos,JUGAR,jugamos,jugamos,True
kid_pedir_ayuda_1442,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_saludar_37640,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_expresar_necesidad_22076,busco auto,EXPRESAR_NECESIDAD,busco auto,busco {objeto},True
kid_ir_lugar_2832,al jardín,IR_LUGAR,al jardín,al {lugar},True
kid_saludar_95,hola hermano entristecer,SALUDAR,hola hermano entristecer,hola {persona} {emocion},True
kid_agradecer_13561,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_expresar_necesidad_30353,necesito pelota,EXPRESAR_NECESIDAD,necesito pelota,necesito {objeto},True
kid_saludar_18511,hola,SALUDAR,hola,hola,True
kid_comer_beber_37644,tengo tengo sed,COMER_BEBER,tengo tengo sed,tengo sed,True
kid_expresar_necesidad_39270,quiero agua,EXPRESAR_NECESIDAD,quiero agua,quiero {objeto},True
kid_comer_beber_33531,quiero comer,COMER_BEBER,quiero comer,quiero comer,True
kid_ir_lugar_7227,ir a hospital,IR_LUGAR,ir a hospital,ir a {lugar},True
kid_expresar_emocion_34671,mm estoy muy tranquilo,EXPRESAR_EMOCION,mm estoy muy tranquilo,estoy muy {emocion},True
kid_comer_beber_35871,mm más disfrutar,COMER_BEBER,mm más disfrutar,más {comida},True
kid_expresar_emocion_32203,estoy entristecer,EXPRESAR_EMOCION,estoy entristecer,estoy {emocion},True
kid_pedir_ayuda_28982,mm necesito ayuda,PEDIR_AYUDA,mm necesito ayuda,necesito ayuda,True
kid_comer_beber_28801,me da comerciante,COMER_BEBER,me da comerciante,me da {comida},True
kid_expresar_necesidad_10830,quiero bailar,EXPRESAR_NECESIDAD,quiero bailar,quiero {accion},True
kid_expresar_necesidad_39843,me da libro,EXPRESAR_NECESIDAD,me da libro,me da {objeto},True
kid_agradecer_21806,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_pedir_ayuda_26707,no puedo saltar,PEDIR_AYUDA,no puedo saltar,no puedo {accion},True
kid_comer_beber_11145,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_expresar_necesidad_38086,busco libro,EXPRESAR_NECESIDAD,busco libro,busco {objeto},True
kid_saludar_34653,bueno hola mamá cansado,SALUDAR,bueno hola mamá cansado,hola {persona} {emocion},True
kid_describir_dolor_459,duele barriga,DESCRIBIR_DOLOR,duele barriga,duele {parte_cuerpo},True
kid_expresar_emocion_9499,estoy muy enojado,EXPRESAR_EMOCION,estoy muy enojado,estoy muy {emocion},True
kid_pedir_ayuda_33116,bueno me ayudas,PEDIR_AYUDA,bueno me ayudas,me ayudas,True
kid_jugar_16020,este me gusta jugar fútbol,JUGAR,este me gusta jugar fútbol,me gusta jugar {juego},True
kid_expresar_necesidad_33566,quiero tablet,EXPRESAR_NECESIDAD,quiero tablet,quiero {objeto},True
kid_saludar_937,hola hermana,SALUDAR,hola hermana,hola {persona},True
kid_jugar_7061,juego con auto,JUGAR,juego con auto,juego con {juguete},True
kid_despedir_37262,adiós abuelo,DESPEDIR,adiós abuelo,adiós {persona},True
kid_comer_beber_12637,quiero fruta,COMER_BEBER,quiero fruta,quiero {comida},True
kid_ir_lugar_5608,donde está cocina,IR_LUGAR,donde está cocina,donde está {lugar},True
kid_despedir_16957,me voy,DESPEDIR,me voy,me voy,True
kid_describir_dolor_1745,bueno tengo dolor,DESCRIBIR_DOLOR,bueno tengo dolor,tengo dolor,True
kid_jugar_14776,este juguemos memoria,JUGAR,este juguemos memoria,juguemos {juego},True
kid_expresar_necesidad_6668,donde está auto,EXPRESAR_NECESIDAD,donde está auto,donde está {objeto},True
kid_jugar_3948,quiero quiero crayones,JUGAR,quiero quiero crayones,quiero {juguete},True
kid_pedir_ayuda_31668,ayuda tío,PEDIR_AYUDA,ayuda tío,ayuda {persona},True
kid_saludar_19551,buenos buenos días,SALUDAR,buenos buenos días,buenos días,True
kid_pedir_ayuda_22248,no puedo puedo comer,PEDIR_AYUDA,no puedo puedo comer,no puedo {accion},True
kid_despedir_38349,chau amigo,DESPEDIR,chau amigo,chau {persona},True
kid_saludar_9968,mm hola,SALUDAR,mm hola,hola,True
kid_expresar_necesidad_3144,me da comida,EXPRESAR_NECESIDAD,me da comida,me da {objeto},True
kid_expresar_necesidad_34460,quiero jugar,EXPRESAR_NECESIDAD,quiero jugar,quiero {accion},True
kid_describir_dolor_4529,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_jugar_28305,jugar con peluche,JUGAR,jugar con peluche,jugar con {juguete},True
kid_despedir_19242,eh chau,DESPEDIR,eh chau,chau,True
